,Стоимость,Модель,Год выпуска,Город,Пробег,Объём двигателя,Тип топлива,Тип подачи топлива,Тактность,Коробка передач
6516,300000 ₽,Suzuki RM-Z 250, 2004,Находка,1 км,250 куб. см.,бензин,-,4-тактный,-
6517,300000 ₽,STELS Forsage 450 Enduro, 2013,Чита,1 000 км,450 куб. см.,бензин,карбюратор,4-тактный,-
6518,300000 ₽,Regulmoto Alien Monster 300, 2021,Балей,3 300 км,300 куб. см.,бензин,инжектор,4-тактный,механика
6519,300000 ₽,Regulmoto Crosstrec 300, 2024,Владивосток,860 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
6520,300000 ₽,KTM 250 SX-F, 2014,Ангарск,1 000 км,250 куб. см.,бензин,инжектор,4-тактный,механика
6521,300000 ₽,Honda Transalp 400, 1994,Бийск,35 000 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6522,300000 ₽,Yamaha YZ 250, 2003,Свободный,1 000 км,250 куб. см.,бензин,-,2-тактный,-
6523,300000 ₽,Suzuki RF 600R, 1993,Екатеринбург,74 000 км,600 куб. см.,бензин,карбюратор,4-тактный,механика
6524,300000 ₽,GR GR7 T250L Enduro Pro, 2023,Фокино,50 км,250 куб. см.,бензин,карбюратор,2-тактный,механика
6525,300000 ₽,Yamaha V-Max 1200, 1991,Чита,28 000 км,1200 куб. см.,бензин,-,4-тактный,-
6526,300000 ₽,Kawasaki Ninja, 2014,Находка,-,250 куб. см.,бензин,-,4-тактный,-
6527,300000 ₽,Honda XLR 250 Baja, 1994,Тулун,22 000 км,250 куб. см.,бензин,-,4-тактный,-
6528,300000 ₽,Honda XR 400R, 1998,Спасск-Дальний,28 000 км,400 куб. см.,бензин,-,4-тактный,-
6529,300000 ₽,Honda XL 250 Degree, 1993,Уссурийск,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
6530,300000 ₽,Honda CB 400SF VTEC-3, 2005,Северобайкальск,27 000 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6531,300000 ₽,Suzuki GSX 600F Katana, 1995,Екатеринбург,48 639 км,599 куб. см.,-,карбюратор,4-тактный,механика
6532,300000 ₽,Honda VF 750 Magna, 1985,Иркутск,-,749 куб. см.,бензин,карбюратор,4-тактный,механика
6533,300000 ₽,Hasky F6, 2024,Карасук,500 км,300 куб. см.,бензин,-,4-тактный,-
6534,300000 ₽,Honda CB 600F Hornet, 2005,Сочи,62 100 км,600 куб. см.,бензин,карбюратор,4-тактный,механика
6535,300000 ₽,Voge 300RR, 2020,Новосибирск,4 000 км,292 куб. см.,бензин,инжектор,4-тактный,механика
6536,300000 ₽,Yamaha FZ 600, 2003,Находка,50 000 км,600 куб. см.,бензин,-,4-тактный,механика
6537,300000 ₽,Honda CR 250R, 2004,Благовещенск,200 км,250 куб. см.,бензин,-,2-тактный,-
6538,300000 ₽,CZ 250, 1974,Улан-Удэ,5 000 км,250 куб. см.,бензин,карбюратор,2-тактный,механика
6539,300000 ₽,Урал 5557, 1994,Красноярск,5 000 км,-,бензин,-,-,-
6540,300000 ₽,Yamaha FZX 750, 1997,Благовещенск,23 491 км,750 куб. см.,бензин,-,4-тактный,-
6541,300000 ₽,Yamaha YZ 250F, 2011,Улан-Удэ,-,250 куб. см.,бензин,-,4-тактный,-
6542,300000 ₽,Kawasaki KLX 250, 2001,Хабаровск,100 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
6543,300000 ₽,Suzuki GSX-R 750, 1997,Артём,27 270 км,750 куб. см.,-,карбюратор,-,механика
6544,300000 ₽,Hengjian Hengjian, 2025,Вязники,1 км,250 куб. см.,-,карбюратор,-,-
6545,300000 ₽,Kawasaki ZXR 400 Ninja, 2000,Пойковский,45 000 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6546,300000 ₽,Regulmoto Legend 300, 2022,Комсомольск-на-Амуре,1 200 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
6547,300000 ₽,Yamaha YZ 250F, 2005,Владивосток,5 км,250 куб. см.,бензин,-,4-тактный,-
6548,300000 ₽,Yamaha XVS 400, 1996,Барнаул,30 000 км,399 куб. см.,бензин,-,4-тактный,механика
6549,300000 ₽,Regulmoto CR-Z 300, 2022,Красноярск,1 км,292 куб. см.,бензин,карбюратор,4-тактный,механика
6550,300000 ₽,Другая Другая, 2021,Новосибирск,2 000 км,-,электро,-,-,-
6551,300000 ₽,Honda CRF 250R, 2008,Томск,1 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
6552,300000 ₽,Hasky F7, 2021,Спасск-Дальний,1 500 км,300 куб. см.,бензин,карбюратор,4-тактный,механика
6553,300000 ₽,BRZ BRZ, 2021,Комсомольск-на-Амуре,5 000 км,300 куб. см.,бензин,-,4-тактный,-
6554,300000 ₽,Suzuki DR 250R, 2005,Петропавловск-Камчатский,24 112 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
6555,300000 ₽,Yamaha Dragstar / V-Star / XVS, 1997,Чунский,65 000 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6556,300000 ₽,Kawasaki ZZR 400, 1999,Новосибирск,17 000 км,400 куб. см.,бензин,-,4-тактный,-
6557,300000 ₽,Honda CB, 2007,Иркутск,27 000 км,750 куб. см.,бензин,-,4-тактный,-
6558,300000 ₽,Beta RR 450 Factory, 2012,Знаменское,1 000 км,455 куб. см.,бензин,карбюратор,4-тактный,-
6559,300000 ₽,Suzuki DR 250R, 1997,Кавалерово,16 000 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
6560,300000 ₽,Avantis Enduro 250 EFI Exclusive ARS, 2023,Омск,50 км,250 куб. см.,бензин,-,4-тактный,-
6561,300000 ₽,Kawasaki ZR-7S, 2004,Хабаровск,29 000 км,750 куб. см.,бензин,-,4-тактный,-
6562,300000 ₽,Honda CB, 2000,Зубцов,30 000 км,500 куб. см.,бензин,карбюратор,4-тактный,механика
6563,300000 ₽,Honda CB 400SF, 1998,Ангарск,2 000 км,400 куб. см.,бензин,-,4-тактный,-
6564,300000 ₽,Honda XR 250 Baja, 1995,Черниговка,-,250 куб. см.,бензин,-,4-тактный,-
6565,300000 ₽,Suzuki GSX 1100G, 1994,Новосибирск,50 815 км,1100 куб. см.,бензин,-,4-тактный,-
6566,300000 ₽,Honda CR 250, 2007,Хабаровск,1 км,250 куб. см.,бензин,-,2-тактный,-
6567,300000 ₽,GR GR7 F300L Enduro Optimum, 2024,Новосибирск,900 км,270 куб. см.,бензин,-,4-тактный,-
6568,300000 ₽,Kayo K6 250, 2022,Владивосток,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
6569,300000 ₽,Suzuki RMX 250, 1996,Артём,-,249 куб. см.,бензин,-,2-тактный,-
6570,300000 ₽,Honda Shadow, 1999,Новосибирск,22 581 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6571,300000 ₽,Honda CR 125, 2007,Волгоград,2 км,125 куб. см.,бензин,карбюратор,2-тактный,механика
6572,300000 ₽,Yamaha Serow, 1994,Селенгинск,12 000 км,225 куб. см.,-,карбюратор,4-тактный,механика
6573,300000 ₽,Kawasaki ZZR 400 2, 2001,Челябинск,-,400 куб. см.,бензин,карбюратор,4-тактный,механика
6574,300000 ₽,Yamaha YZ 85, 2018,Хабаровск,-,85 куб. см.,бензин,карбюратор,2-тактный,механика
6575,300000 ₽,Honda CRF 250, 2009,Хабаровск,-,250 куб. см.,бензин,-,4-тактный,механика
6576,300000 ₽,Kawasaki Z 250, 2014,Уссурийск,-,249 куб. см.,бензин,инжектор,4-тактный,механика
6577,300000 ₽,Suzuki VanVan, 2001,Чита,-,200 куб. см.,бензин,карбюратор,-,-
6578,300000 ₽,Suzuki VS 400 Intruder, 1994,Ставрополь,25 200 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6579,300000 ₽,Honda VTR 1000F, 1997,Владивосток,100 000 км,1000 куб. см.,бензин,карбюратор,4-тактный,механика
6580,300000 ₽,Honda CRM 250, 1992,Новокузнецк,2 222 км,250 куб. см.,бензин,-,-,-
6581,300000 ₽,Suzuki GSX 400 Inazuma, 1999,Елизаветинская,30 000 км,400 куб. см.,-,карбюратор,-,механика
6582,300000 ₽,Suzuki GS 500, 2004,Абакан,23 500 км,487 куб. см.,бензин,-,4-тактный,-
6583,300000 ₽,QJMotor SRK 125S, 2024,Красноярск,-,125 куб. см.,бензин,-,4-тактный,-
6584,300000 ₽,Honda CBR 250R, 2012,Серышево,15 000 км,250 куб. см.,бензин,-,4-тактный,-
6585,300000 ₽,Yamaha TT 250R, 2002,Петропавловск-Камчатский,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
6586,300000 ₽,Kawasaki KX 250F, 2004,Петропавловск-Камчатский,1 111 км,250 куб. см.,бензин,карбюратор,4-тактный,механика
6587,300000 ₽,Honda CB 400SF VTEC-3, 2002,Чита,28 000 км,400 куб. см.,бензин,-,4-тактный,механика
6588,300000 ₽,Avantis Enduro 300 Pro EFI Exclusive ARS, 2021,Владивосток,6 км,300 куб. см.,бензин,-,4-тактный,-
6589,300000 ₽,Yamaha WR 250F, 2004,Владивосток,60 км,250 куб. см.,бензин,-,4-тактный,-
6590,300000 ₽,Avantis Enduro 300 Pro EFI, 2019,Тверь,2 700 км,300 куб. см.,-,инжектор,4-тактный,механика
6591,300000 ₽,Yamaha YBR 125, 2021,Улан-Удэ,8 км,124 куб. см.,бензин,карбюратор,4-тактный,механика
6592,300000 ₽,Kawasaki ZZR, 2006,Омск,29 000 км,400 куб. см.,бензин,-,4-тактный,механика
6593,300000 ₽,CFMoto 650 NK, 2012,Братск,13 668 км,650 куб. см.,бензин,-,4-тактный,-
6594,300000 ₽,Honda VTR 1000F, 1996,Улан-Удэ,26 000 км,1000 куб. см.,бензин,-,4-тактный,-
6595,300000 ₽,Honda Steed, 1996,Вольно-Надеждинское,35 000 км,600 куб. см.,бензин,карбюратор,4-тактный,механика
6596,300000 ₽,Yamaha TT-R 250 Open Enduro, 1997,Владивосток,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
6597,300000 ₽,Kawasaki KLE 400, 1999,Волчиха,50 000 км,400 куб. см.,-,карбюратор,4-тактный,-
6598,300000 ₽,Honda CRF 250R, 2008,Красноярск,-,250 куб. см.,бензин,карбюратор,4-тактный,механика
6599,300000 ₽,Yamaha Serow, 1997,Находка,-,225 куб. см.,-,-,-,-
6600,300000 ₽,Honda Steed, 1994,Новороссийск,31 000 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6601,300000 ₽,BMW R 1100 R, 1999,Уссурийск,33 000 км,1100 куб. см.,бензин,инжектор,4-тактный,механика
6602,300000 ₽,Kawasaki Ninja 300, 2014,Омск,10 700 км,300 куб. см.,бензин,-,-,-
6603,300000 ₽,Suzuki SV 650S, 1999,Улан-Удэ,28 712 км,650 куб. см.,бензин,карбюратор,4-тактный,механика
6604,300000 ₽,Kawasaki Ninja 1000, 1989,Довольное,26 000 км,997 куб. см.,бензин,-,4-тактный,-
6605,300000 ₽,Sukuli Sukuli, 2001,Новосибирск,75 км,65 куб. см.,бензин,карбюратор,4-тактный,механика
6606,300000 ₽,Kawasaki KLX 110, 2021,Москва,300 км,110 куб. см.,бензин,карбюратор,4-тактный,автомат
6607,300000 ₽,Yamaha PW50, 2023,Владивосток,-,49 куб. см.,бензин,карбюратор,2-тактный,автомат
6608,300000 ₽,Yamaha Majesty 400, 2005,Краснодар,37 000 км,400 куб. см.,бензин,инжектор,4-тактный,автомат
6609,300000 ₽,Regulmoto Alien Monster 300, 2023,Москва,7 650 км,300 куб. см.,бензин,инжектор,-,механика
6610,300000 ₽,Kawasaki KLX 250, 2004,Гурьевск,-,250 куб. см.,бензин,-,4-тактный,-
6611,300000 ₽,Honda NV 750, 1989,Москва,33 600 км,750 куб. см.,бензин,карбюратор,4-тактный,механика
6612,300000 ₽,Yamaha YZF-R6, 2000,Ульяновск,61 000 км,600 куб. см.,бензин,карбюратор,4-тактный,механика
6613,300000 ₽,Yamaha WR 450F, 2003,Чернышевск,4 760 км,450 куб. см.,бензин,карбюратор,4-тактный,механика
6614,300000 ₽,Aprilia Pegaso 650, 2008,Зеленоград,47 601 км,650 куб. см.,бензин,инжектор,4-тактный,механика
6615,300000 ₽,Yamaha R1, 1999,Челябинск,38 000 км,1000 куб. см.,бензин,-,4-тактный,-
6616,300000 ₽,Yamaha FZR 400, 1991,Тулун,377 км,400 куб. см.,бензин,карбюратор,4-тактный,механика
6617,301000 ₽,Honda CRF 450R, 2008,Красноярск,-,450 куб. см.,бензин,карбюратор,4-тактный,механика
